effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,(Intercept),787.2187185174797,12.932789830380695,60.8699846546804,50.11706993601051,1.192502941548915e-48
fixed,NA,coal_mining,65.56863945872948,3.596411346070258,18.231685185393292,23927.90654246863,9.141794919635616e-74
ran_pars,State,sd__(Intercept),91.77442592731282,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,121.5231077392937,NA,NA,NA,NA
